probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol
ILMN_1798947	0.664350218	6.532561107	9.227598952	6.37E-06	4.85E-05	3.488503328	FLJ11795
ILMN_2224657	-0.764468793	5.372435029	-9.227091015	6.38E-06	4.85E-05	3.488003539	KLRG2
ILMN_1662731	-1.544802809	5.794829676	-9.226984061	6.38E-06	4.85E-05	3.487898298	COL4A3
ILMN_1715923	-1.495738523	5.993986806	-9.226586428	6.38E-06	4.85E-05	3.487507025	TAS2R60
ILMN_3242398	-1.49802973	6.664146967	-9.226428797	6.38E-06	4.85E-05	3.48735191	SERPINE3
ILMN_2294976	1.071553349	10.68070342	9.225416042	6.39E-06	4.85E-05	3.486355276	RNASE4
ILMN_2398378	0.953520252	6.253699032	9.224740948	6.39E-06	4.85E-05	3.485690879	PML
ILMN_1764826	0.975699097	6.289459402	9.224544655	6.39E-06	4.85E-05	3.485497689	TFE3
ILMN_1760955	-0.781932874	6.510712802	-9.223882828	6.39E-06	4.86E-05	3.484846298	C1orf100
ILMN_1760431	-1.164012106	5.573850703	-9.223169953	6.40E-06	4.86E-05	3.484144621	GABRR1
ILMN_1711245	-0.659614465	6.718340909	-9.220810538	6.41E-06	4.87E-05	3.481821953	SCG3
ILMN_2376458	-0.701111795	11.46914156	-9.220519103	6.41E-06	4.87E-05	3.481535023	CSF2RA
ILMN_2393693	-0.878319053	8.931528125	-9.219423797	6.42E-06	4.87E-05	3.480456583	LRRC37A4
ILMN_1671898	-1.455568834	5.273881447	-9.219124902	6.42E-06	4.87E-05	3.480162273	LMX1A
ILMN_1810011	0.728698942	6.235610848	9.215774304	6.44E-06	4.88E-05	3.476862532	PTPDC1
ILMN_2275248	0.637027253	6.868246988	9.213199267	6.46E-06	4.89E-05	3.474325912	ECE2
ILMN_1655983	-0.836116968	7.632244084	-9.212815186	6.46E-06	4.89E-05	3.473947512	CDC14A
ILMN_1671474	-1.42049727	6.028591805	-9.207547586	6.49E-06	4.92E-05	3.468756519	POTEA
ILMN_1718594	-1.105025203	7.447774042	-9.206501061	6.50E-06	4.92E-05	3.467724925	OR4C6
ILMN_1689989	0.654667951	10.13012372	9.206264863	6.50E-06	4.92E-05	3.467492083	CDC42BPB
ILMN_1721338	0.609018325	6.632531602	9.205814453	6.50E-06	4.92E-05	3.46704806	C22orf23
ILMN_2245292	1.240639717	6.345961269	9.202829387	6.52E-06	4.93E-05	3.464104876	TGIF1
ILMN_2067890	0.668135481	6.317590879	9.202562288	6.52E-06	4.93E-05	3.463841487	CXCL11
ILMN_1676413	-0.90225578	5.871560143	-9.202444705	6.52E-06	4.93E-05	3.463725535	VSNL1
ILMN_1805952	0.72722793	5.716911518	9.200924013	6.53E-06	4.93E-05	3.462225828	SYT15
ILMN_1702861	-1.05361557	9.63423606	-9.200805044	6.53E-06	4.93E-05	3.462108492	SGCD
ILMN_2413537	-1.087554671	5.601753873	-9.200752331	6.53E-06	4.93E-05	3.462056502	HEMGN
ILMN_1716907	0.660232414	12.12762738	9.200676082	6.53E-06	4.93E-05	3.461981299	FLJ20254
ILMN_2331121	-1.211774631	7.410017384	-9.199449044	6.54E-06	4.94E-05	3.46077102	FCGR2C
ILMN_1782098	-0.600660629	9.469998866	-9.198580285	6.54E-06	4.94E-05	3.459914046	SMO
ILMN_3309114	-1.74892875	7.024498569	-9.198353902	6.54E-06	4.94E-05	3.459690724	KRTAP20-3
ILMN_1771261	0.615419699	11.38111768	9.197016404	6.55E-06	4.95E-05	3.458371214	SYNC1
ILMN_3309074	-0.657156087	6.328804839	-9.195547169	6.56E-06	4.95E-05	3.456921559	MIR215
ILMN_2078995	-1.358298407	6.646036461	-9.19542254	6.56E-06	4.95E-05	3.456798582	CSRNP3
ILMN_2251225	0.769971716	6.223366616	9.195107302	6.56E-06	4.95E-05	3.456487517	WDR78
ILMN_1746829	-1.026825052	5.918627116	-9.194572301	6.57E-06	4.95E-05	3.455959578	C16orf65
ILMN_1780357	0.627162532	5.390024389	9.194169903	6.57E-06	4.95E-05	3.455562475	PRRT1
ILMN_1680886	-2.079932466	6.746682252	-9.193805855	6.57E-06	4.95E-05	3.455203206	OR5H15
ILMN_1768814	-0.825111147	9.863612673	-9.1918836	6.58E-06	4.96E-05	3.453305988	KLHL6
ILMN_1741059	-1.463119541	6.765232781	-9.191755958	6.58E-06	4.96E-05	3.453179997	SCN1A
ILMN_1805395	1.051867492	10.2701058	9.191436338	6.58E-06	4.96E-05	3.452864506	LTBP3
ILMN_1664771	-1.626671893	6.691666218	-9.190795255	6.59E-06	4.96E-05	3.452231675	OR5I1
ILMN_1705172	-1.313672369	6.287961791	-9.190321011	6.59E-06	4.96E-05	3.451763514	SLC26A7
ILMN_2412490	0.864636593	5.803669878	9.189759056	6.59E-06	4.96E-05	3.45120874	ANXA13
ILMN_1807894	-0.971107721	11.82218941	-9.188322097	6.60E-06	4.97E-05	3.449790018	SLC7A8
ILMN_1799725	-0.656905848	7.287699404	-9.185551398	6.62E-06	4.98E-05	3.447053973	DOCK2
ILMN_1813325	-0.643418676	6.961136825	-9.183527837	6.63E-06	4.99E-05	3.445055295	PDE11A
ILMN_1680111	0.635317765	10.10038909	9.182999777	6.63E-06	4.99E-05	3.44453367	AHDC1
ILMN_1791580	-0.852339135	9.390120368	-9.17623252	6.68E-06	5.02E-05	3.437846702	FXYD3
ILMN_1738027	-0.593266763	11.13858826	-9.170443273	6.71E-06	5.04E-05	3.432122947	BRCA1
ILMN_3238228	0.724607721	6.01065462	9.16951682	6.72E-06	5.05E-05	3.431206702	VCX3B
ILMN_2306955	0.80690993	10.34501208	9.168339631	6.72E-06	5.05E-05	3.430042374	ACPL2
ILMN_1652300	-0.851848834	8.144199528	-9.164581137	6.75E-06	5.07E-05	3.426324125	ZNF507
ILMN_2066904	-1.490867999	6.50473101	-9.164312004	6.75E-06	5.07E-05	3.426057825	OR4C12
ILMN_1782651	-1.594291302	5.97252375	-9.161383514	6.77E-06	5.08E-05	3.423159762	NLRP14
ILMN_2214278	-0.696138268	8.52475555	-9.157205193	6.79E-06	5.10E-05	3.419023545	ANKRD32
ILMN_1793570	-1.432658618	5.759033269	-9.154154957	6.81E-06	5.11E-05	3.416003074	C11orf72
ILMN_2197946	-1.313164136	8.103285671	-9.153362934	6.82E-06	5.11E-05	3.415218646	SCG3
ILMN_1660321	0.814388665	6.180466711	9.151560308	6.83E-06	5.12E-05	3.413433099	CDH24
ILMN_2320672	-1.164729179	5.28782896	-9.150954876	6.83E-06	5.12E-05	3.412833339	UNC45B
ILMN_2096083	-0.630409017	12.00508843	-9.149718873	6.84E-06	5.12E-05	3.411608815	PLEKHA5
ILMN_1756374	-1.615623693	7.343458512	-9.149122887	6.84E-06	5.13E-05	3.411018316	SYCP1
ILMN_2148796	-0.820615116	8.81133843	-9.147507193	6.85E-06	5.13E-05	3.409417339	MND1
ILMN_1696810	0.934976562	6.229493205	9.147279935	6.85E-06	5.13E-05	3.409192132	GPR182
ILMN_1775269	-0.986212461	8.47716151	-9.147242232	6.85E-06	5.13E-05	3.40915477	EID1
ILMN_2092496	-1.860793426	6.525561768	-9.14523098	6.87E-06	5.14E-05	3.407161469	LOC392196
ILMN_2124433	-1.488474349	5.517552597	-9.144994396	6.87E-06	5.14E-05	3.406926972	SAGE1
ILMN_2074432	-0.785990599	8.883164563	-9.143390771	6.88E-06	5.14E-05	3.405337371	OR2A1
ILMN_3308783	-1.615138069	6.258707381	-9.142436169	6.88E-06	5.15E-05	3.404391009	MIR1298
ILMN_2295987	-1.161661986	8.969311504	-9.142257041	6.88E-06	5.15E-05	3.404213419	NBPF1
ILMN_2382717	-0.915224289	10.84586364	-9.139745729	6.90E-06	5.16E-05	3.401723359	OPN3
ILMN_2386631	-0.939045556	6.133594059	-9.138903589	6.91E-06	5.16E-05	3.400888222	LOC402117
ILMN_1675062	0.866772768	10.29506959	9.138355438	6.91E-06	5.16E-05	3.400344595	MYL9
ILMN_2370296	-0.761532727	9.293078912	-9.136354915	6.92E-06	5.17E-05	3.398360358	ENAH
ILMN_1803220	1.037506524	5.047403793	9.135432775	6.93E-06	5.17E-05	3.397445606	PODNL1
ILMN_3244319	-0.676447638	7.994158853	-9.131599926	6.95E-06	5.19E-05	3.393642659	CCDC125
ILMN_2251253	0.870202756	6.364089617	9.131488796	6.95E-06	5.19E-05	3.393532377	ALDOA
ILMN_3310171	1.176072399	5.628022268	9.131348819	6.95E-06	5.19E-05	3.393393466	MIR210
ILMN_2282718	-1.012935586	9.876421175	-9.129630393	6.96E-06	5.19E-05	3.391687985	HPS4
ILMN_1706969	0.907687093	7.690660545	9.12889997	6.97E-06	5.20E-05	3.390962987	BEND6
ILMN_1708916	-0.762499547	7.939055999	-9.128364449	6.97E-06	5.20E-05	3.390431412	PDZD4
ILMN_2321975	-1.070310477	7.975957726	-9.12830761	6.97E-06	5.20E-05	3.39037499	PPEF1
ILMN_1703635	0.869033586	6.073753632	9.127651043	6.98E-06	5.20E-05	3.389723223	EEF1D
ILMN_1679428	0.684850278	9.602080176	9.127141121	6.98E-06	5.20E-05	3.389217004	CHIC2
ILMN_1789793	0.826996547	7.699092711	9.12533236	6.99E-06	5.21E-05	3.387421189	NUAK2
ILMN_1701789	1.18893919	11.9519447	9.12475322	6.99E-06	5.21E-05	3.386846133	IFIT3
ILMN_1709346	0.627353514	6.58276681	9.124412106	7.00E-06	5.21E-05	3.386507411	CLTB
ILMN_1678816	-1.21603426	5.594266214	-9.124176443	7.00E-06	5.21E-05	3.386273394	GREM2
ILMN_1744968	-0.781371342	11.39566658	-9.121350232	7.02E-06	5.22E-05	3.383466542	KCNAB1
ILMN_2088990	-1.057334079	5.449238493	-9.119206997	7.03E-06	5.23E-05	3.381337516	CXorf21
ILMN_1722217	-0.844503267	6.650285441	-9.114319772	7.06E-06	5.25E-05	3.376481168	TCTE3
ILMN_1784552	-1.105869438	5.916785233	-9.113769229	7.06E-06	5.25E-05	3.37593397	LOC728343
ILMN_1699908	0.82474899	5.761478254	9.113326657	7.07E-06	5.25E-05	3.375494069	IL12RB1
ILMN_2215862	-0.780705516	6.760784327	-9.113054527	7.07E-06	5.25E-05	3.375223572	SLFN13
ILMN_2113340	0.697534987	5.207188832	9.111294777	7.08E-06	5.26E-05	3.373474224	AIM1L
ILMN_1716272	-0.763423682	8.095412572	-9.111278976	7.08E-06	5.26E-05	3.373458515	KBTBD8
ILMN_2207291	-1.017704383	5.280770103	-9.110287129	7.09E-06	5.26E-05	3.372472409	IFNG
ILMN_2083946	1.119838887	6.894268447	9.109449306	7.09E-06	5.26E-05	3.371639367	TGFA
ILMN_1771599	0.887701091	13.36183048	9.109322971	7.09E-06	5.26E-05	3.371513748	PLOD2
ILMN_1796436	0.646967709	6.48215244	9.107665977	7.10E-06	5.27E-05	3.369866007	EFCAB4B
ILMN_2058468	-0.976917415	8.003042891	-9.105268724	7.12E-06	5.28E-05	3.36748171	BACH2
ILMN_1761042	-1.479146198	6.542355042	-9.100935798	7.15E-06	5.30E-05	3.363170907	OR5M9
ILMN_2176502	0.965093449	5.577960687	9.100286991	7.15E-06	5.30E-05	3.362525269	UNC5B
ILMN_1738252	0.890252878	5.456861052	9.10009949	7.15E-06	5.30E-05	3.362338677	PCDHB7
ILMN_2343917	0.67633248	6.381110998	9.100007086	7.15E-06	5.30E-05	3.36224672	ABCD4
ILMN_2370916	-1.005264116	6.676339313	-9.099466484	7.16E-06	5.30E-05	3.361708716	POTE2
ILMN_1686522	1.887133598	6.935998782	9.098716443	7.16E-06	5.30E-05	3.360962237	AK3L1
ILMN_2112580	-1.038901702	5.915013954	-9.09870553	7.16E-06	5.30E-05	3.360951376	FCGR3A
ILMN_1732166	-1.170599211	9.092830083	-9.097261198	7.17E-06	5.31E-05	3.359513761	SDHAP3
ILMN_1791905	0.966239349	7.331010099	9.09622414	7.18E-06	5.31E-05	3.358481411	CCDC103
ILMN_1700860	-1.264457851	6.616682944	-9.094249191	7.19E-06	5.32E-05	3.356515165	MYL1
ILMN_2315044	-1.132292437	6.42426936	-9.08938446	7.22E-06	5.34E-05	3.351670392	FGG
ILMN_1746708	0.814668966	6.785113808	9.087050483	7.24E-06	5.35E-05	3.349345241	PCDHGB3
ILMN_1730432	-0.809084141	10.34691209	-9.086517251	7.24E-06	5.35E-05	3.348813959	IGSF8
ILMN_1751086	0.626966553	13.01081477	9.084541123	7.26E-06	5.36E-05	3.346844831	ATL3
ILMN_1656410	-2.033683409	6.223775337	-9.083842633	7.26E-06	5.36E-05	3.346148732	TRPC6
ILMN_2075221	0.728151022	5.947741383	9.080749019	7.28E-06	5.38E-05	3.343065186	C17orf47
ILMN_2321578	-1.388996749	5.96783353	-9.080314102	7.28E-06	5.38E-05	3.342631616	P2RY10
ILMN_1702335	-0.888186128	6.134136318	-9.079314701	7.29E-06	5.38E-05	3.341635247	BRD8
ILMN_1799579	-0.75748242	8.102938398	-9.078749914	7.29E-06	5.38E-05	3.341072134	CCDC51
ILMN_2366330	0.779482248	6.995554125	9.077349617	7.30E-06	5.39E-05	3.339675864	FERMT3
ILMN_1717946	-1.036096653	8.501649781	-9.075142558	7.32E-06	5.40E-05	3.337474798	DGKE
ILMN_1788955	0.825861505	7.504295946	9.073975217	7.33E-06	5.40E-05	3.336310451	PDLIM1
ILMN_1747696	0.676087133	6.313581943	9.071261257	7.34E-06	5.42E-05	3.333602982	TPM3
ILMN_1721549	0.998865647	5.532679412	9.070278463	7.35E-06	5.42E-05	3.332622377	PLA2G1B
ILMN_1806293	-1.176937271	5.750356716	-9.069435505	7.36E-06	5.42E-05	3.331781227	LIN7A
ILMN_1743203	-1.376625613	5.516927233	-9.065595403	7.38E-06	5.44E-05	3.327948559	OR51G2
ILMN_2358718	-1.98144708	6.750072657	-9.065359939	7.38E-06	5.44E-05	3.327713508	CHRM2
ILMN_1806306	-0.691938447	6.999419976	-9.062481581	7.40E-06	5.45E-05	3.324839799	SV2B
ILMN_2287257	-1.757731234	5.541393745	-9.060087346	7.42E-06	5.46E-05	3.322448866	G6PC2
ILMN_1698739	-1.418879206	6.200689287	-9.059863453	7.42E-06	5.46E-05	3.322225256	UNC45B
ILMN_2184556	1.337093155	7.860694718	9.057573205	7.44E-06	5.47E-05	3.319937642	SLC4A4
ILMN_2103977	-1.767339742	6.495621231	-9.055838575	7.45E-06	5.48E-05	3.318204694	OR51F2
ILMN_1722716	-1.288202473	6.717102605	-9.054844016	7.45E-06	5.48E-05	3.317210978	SLC17A1
ILMN_3242693	-1.564106116	8.461894503	-9.052520151	7.47E-06	5.49E-05	3.314888739	OR4F29
ILMN_3246345	-1.618778608	6.823736591	-9.051647777	7.48E-06	5.50E-05	3.314016851	CLRN1OS
ILMN_1657683	-0.707808533	10.70626647	-9.051360538	7.48E-06	5.50E-05	3.313729756	C1orf198
ILMN_2325534	-1.116648502	9.062803722	-9.05086298	7.48E-06	5.50E-05	3.313232432	KCNIP2
ILMN_1742541	-0.781562541	8.483221599	-9.049511116	7.49E-06	5.50E-05	3.311881091	ZNF518A
ILMN_2229261	-0.919498736	4.814945484	-9.048808567	7.50E-06	5.51E-05	3.311178748	SIGLEC16
ILMN_3248356	-1.305097626	6.310939839	-9.047525112	7.51E-06	5.51E-05	3.309895557	DEFB113
ILMN_1672658	-1.016519257	4.949447264	-9.046886893	7.51E-06	5.51E-05	3.309257415	OR6B2
ILMN_1798867	0.846836832	10.68228647	9.046722932	7.51E-06	5.51E-05	3.309093467	CAMTA2
ILMN_2405031	0.821380409	10.95758654	9.045473584	7.52E-06	5.52E-05	3.307844145	TRIM24
ILMN_1697758	-1.250909947	5.672521357	-9.045082423	7.52E-06	5.52E-05	3.307452964	OR51L1
ILMN_3239031	1.028974359	10.23590661	9.044243983	7.53E-06	5.52E-05	3.306614433	SYNC
ILMN_1805062	-1.52951921	6.805251693	-9.044242652	7.53E-06	5.52E-05	3.306613101	OR51V1
ILMN_1768818	0.819572385	6.040314674	9.043087921	7.54E-06	5.52E-05	3.305458142	LRRC46
ILMN_1764309	-1.429293529	6.223535075	-9.042548568	7.54E-06	5.52E-05	3.304918642	ADH1A
ILMN_2183510	0.755974186	13.24344285	9.042357235	7.54E-06	5.52E-05	3.30472725	ARMET
ILMN_2225974	0.738656161	6.659457055	9.042194387	7.54E-06	5.52E-05	3.30456435	GCLM
ILMN_1795754	-0.658027802	6.333904981	-9.040689627	7.55E-06	5.53E-05	3.303058993	CLIC2
ILMN_1759380	-1.274468915	6.12368295	-9.040471703	7.55E-06	5.53E-05	3.302840965	LOC728276
ILMN_1753329	1.201994877	6.426741278	9.040166449	7.56E-06	5.53E-05	3.30253556	PTCH2
ILMN_3242335	-1.065975365	5.482172748	-9.039734362	7.56E-06	5.53E-05	3.302103243	C3orf51
ILMN_1751789	-0.663183978	11.82243734	-9.036258063	7.58E-06	5.55E-05	3.298624491	HNMT
ILMN_1657451	-0.636075203	11.09362515	-9.035090499	7.59E-06	5.55E-05	3.297455859	SRPK2
ILMN_3246060	0.747919051	11.51016501	9.034010928	7.60E-06	5.56E-05	3.296375193	LOC654433
ILMN_1667232	-1.706358501	6.090596346	-9.03385419	7.60E-06	5.56E-05	3.296218287	KIR2DL3
ILMN_1716461	-0.760590761	9.748590792	-9.031733763	7.61E-06	5.56E-05	3.294095373	LGI4
ILMN_1808053	0.907094137	5.817116254	9.031371177	7.62E-06	5.57E-05	3.293732322	LOC550631
ILMN_1738418	0.968563677	5.930866797	9.028039694	7.64E-06	5.58E-05	3.290396008	SPEF1
ILMN_2152865	-0.609304711	8.36621634	-9.026861829	7.65E-06	5.59E-05	3.289216197	PHOSPHO2
ILMN_2235745	0.756186732	6.025362817	9.024577321	7.66E-06	5.60E-05	3.286927559	GRIPAP1
ILMN_3235593	0.799014493	10.56204286	9.024054097	7.67E-06	5.60E-05	3.286403323	ZNF841
ILMN_2049766	0.800506691	11.52817151	9.022297285	7.68E-06	5.60E-05	3.284642933	NFE2L3
ILMN_2153936	-1.151590598	6.162060255	-9.021549107	7.69E-06	5.61E-05	3.283893147	FAM9B
ILMN_1737242	0.813490766	6.188133181	9.020802451	7.69E-06	5.61E-05	3.283144836	C8G
ILMN_3234756	-0.691836582	8.631526157	-9.02066138	7.69E-06	5.61E-05	3.283003447	SNORD6
ILMN_1705904	0.9372915	5.786302682	9.018361068	7.71E-06	5.62E-05	3.280697692	C1orf138
ILMN_1795872	-2.197675157	6.907517091	-9.013228327	7.74E-06	5.64E-05	3.275551091	UGT1A9
ILMN_1749376	-0.905498875	8.116893486	-9.012012036	7.75E-06	5.65E-05	3.274331167	TMEM201
ILMN_1745668	-0.873377033	8.223851353	-9.01149263	7.76E-06	5.65E-05	3.27381017	SYNE2
ILMN_1730201	-0.745361269	10.49279222	-9.010882411	7.76E-06	5.65E-05	3.27319805	DTNA
ILMN_2238640	-0.864712641	8.993273481	-9.008168143	7.78E-06	5.67E-05	3.27047492	RFX3
ILMN_3246909	0.725131894	5.785322938	9.007179724	7.79E-06	5.67E-05	3.269483109	LOC256880
ILMN_1706390	-1.460357026	5.307641351	-9.005835727	7.80E-06	5.67E-05	3.268134359	UGT1A6
ILMN_2257587	0.832394803	5.418569038	9.004517438	7.81E-06	5.68E-05	3.266811249	CD34
ILMN_1655611	-0.784506883	5.32248317	-9.003698938	7.81E-06	5.68E-05	3.265989677	TSHZ2
ILMN_1715404	-1.484630023	6.448520302	-9.00268591	7.82E-06	5.69E-05	3.264972763	GPR174
ILMN_1789387	-0.9252879	6.017680354	-8.998141706	7.85E-06	5.71E-05	3.260409992	KCNE3
ILMN_1682227	0.844737535	9.317706398	8.998084723	7.85E-06	5.71E-05	3.260352764	ZNF404
ILMN_2413808	-0.674538836	6.368409367	-8.996263383	7.87E-06	5.72E-05	3.258523449	CD53
ILMN_1717207	0.800673547	6.363998794	8.995642676	7.87E-06	5.72E-05	3.257899956	MMP25
ILMN_1786118	-0.742496838	8.032848452	-8.995293276	7.87E-06	5.72E-05	3.257548972	FXYD7
ILMN_1749114	-1.616123738	6.276640069	-8.995245667	7.87E-06	5.72E-05	3.257501147	OTC
ILMN_1767068	0.797086619	7.022021682	8.994272754	7.88E-06	5.72E-05	3.256523762	SMAD6
ILMN_1812702	0.859889443	6.566856534	8.99321662	7.89E-06	5.73E-05	3.255462677	SIX1
ILMN_1712360	-1.051327344	6.69515352	-8.992723982	7.89E-06	5.73E-05	3.254967695	WISP3
ILMN_1718832	-0.670415049	9.503401828	-8.990464821	7.91E-06	5.74E-05	3.252697504	SPHAR
ILMN_1723912	2.20497017	11.19950916	8.98945257	7.92E-06	5.74E-05	3.251680161	IFI44L
ILMN_1795514	0.885850052	5.866301913	8.987640541	7.93E-06	5.75E-05	3.249858787	C3orf25
ILMN_1727178	-1.520963087	5.453949346	-8.986094082	7.94E-06	5.76E-05	3.248304118	C11orf92
ILMN_1782716	-0.980023775	6.759499783	-8.98575157	7.94E-06	5.76E-05	3.247959758	SERPINB4
ILMN_1654072	-1.053608479	10.55455726	-8.985374494	7.95E-06	5.76E-05	3.247580636	CX3CL1
ILMN_1790534	0.679095647	11.70854052	8.984796121	7.95E-06	5.76E-05	3.2469991	MAP2K3
ILMN_1781672	-0.778776997	8.743452794	-8.984541644	7.95E-06	5.76E-05	3.24674322	GAB1
ILMN_2190084	-0.732684042	7.72895819	-8.982510479	7.97E-06	5.77E-05	3.244700658	VAMP8
ILMN_1804988	-0.619197426	12.0733071	-8.978595889	8.00E-06	5.79E-05	3.24076305	MOAP1
ILMN_1793263	-0.887858192	5.613107346	-8.977548334	8.00E-06	5.79E-05	3.2397091	C1orf94
ILMN_1775658	-1.17431207	5.72239808	-8.977004932	8.01E-06	5.79E-05	3.239162342	PRNT
ILMN_1788078	0.699802928	6.190440737	8.976942129	8.01E-06	5.79E-05	3.239099149	ACOT7
ILMN_1725366	-1.025566366	7.783543275	-8.97536296	8.02E-06	5.80E-05	3.237510066	SLC27A5
ILMN_3242271	-1.467034385	6.510241096	-8.975032853	8.02E-06	5.80E-05	3.237177857	GAPT
ILMN_1667707	0.80746129	10.68267725	8.974594632	8.02E-06	5.80E-05	3.236736833	SPCS3
ILMN_1787541	0.741422204	6.084596377	8.97433654	8.03E-06	5.80E-05	3.23647708	SPSB2
ILMN_2348487	-0.967047124	5.223692392	-8.972510444	8.04E-06	5.81E-05	3.234639068	EMR3
ILMN_1787179	-1.164139001	6.590894787	-8.963802625	8.11E-06	5.85E-05	3.225870273	MEGF11
ILMN_1734479	0.748182477	6.76196605	8.96369091	8.11E-06	5.85E-05	3.22575773	ACCN3
ILMN_3250446	-1.063592638	5.355548644	-8.961049181	8.13E-06	5.86E-05	3.223096118	ZNF626
ILMN_1747067	-0.811720692	7.954208845	-8.960940995	8.13E-06	5.86E-05	3.222987103	NPAS1
ILMN_1805842	0.755552766	5.975961329	8.95993252	8.13E-06	5.87E-05	3.22197086	FHL1
ILMN_1760087	-2.092954093	6.937943451	-8.959782052	8.14E-06	5.87E-05	3.221819226	SLC26A3
ILMN_3241996	1.016857697	5.487840793	8.958481098	8.15E-06	5.87E-05	3.220508096	C6orf59
ILMN_2350634	1.055967608	7.714093309	8.958063447	8.15E-06	5.87E-05	3.220087147	EFEMP1
ILMN_1740505	0.703849161	5.828528141	8.956892884	8.16E-06	5.88E-05	3.218907253	SGMS1
ILMN_1760109	-1.38966917	6.549769767	-8.955336316	8.17E-06	5.89E-05	3.217338085	SLAMF6
ILMN_1740104	0.783589544	6.363014861	8.954815242	8.17E-06	5.89E-05	3.216812744	HOXC6
ILMN_1777220	1.064245994	6.295523025	8.954509848	8.18E-06	5.89E-05	3.216504838	VCP
ILMN_1728449	-0.970209643	5.844859066	-8.95439757	8.18E-06	5.89E-05	3.216391634	GCM2
ILMN_1794399	-0.672770045	10.55830269	-8.951147382	8.20E-06	5.90E-05	3.21311415	SNRK
ILMN_1685521	-0.985920875	6.777222425	-8.950394942	8.21E-06	5.91E-05	3.212355254	KLRF1
ILMN_1795204	-1.514728267	6.268342559	-8.948704841	8.22E-06	5.91E-05	3.210650464	ADAM3A
ILMN_2376455	-0.65298981	11.03581905	-8.947960742	8.22E-06	5.92E-05	3.209899816	CSF2RA
ILMN_3251555	-0.683634664	7.905840739	-8.947730653	8.23E-06	5.92E-05	3.209667692	MTPAP
ILMN_3250066	-0.9049418	9.094342927	-8.947218375	8.23E-06	5.92E-05	3.209150864	C18orf2
ILMN_1732404	-0.816308202	7.973740849	-8.945786084	8.24E-06	5.92E-05	3.207705728	C2orf15
ILMN_2283772	-2.087336291	6.165923064	-8.943409352	8.26E-06	5.94E-05	3.20530727	HEPACAM2
ILMN_2342835	-1.097433512	5.794488104	-8.942247974	8.27E-06	5.94E-05	3.204135089	P2RY14
ILMN_2152422	-0.692948636	6.743362649	-8.941258628	8.28E-06	5.94E-05	3.203136443	MCART6
ILMN_1710394	-1.328478618	6.941244946	-8.9403936	8.28E-06	5.95E-05	3.202263211	CNTNAP5
ILMN_2405009	-0.686531367	12.35164571	-8.939412769	8.29E-06	5.95E-05	3.201272995	NBL1
ILMN_1686313	0.804519779	8.928114564	8.935197832	8.32E-06	5.97E-05	3.197016731	PLXNB3
ILMN_1737576	0.911132468	9.816392804	8.93495965	8.32E-06	5.97E-05	3.196776166	RASA1
ILMN_1709605	-0.941632893	9.101806269	-8.933183148	8.34E-06	5.98E-05	3.194981722	MANEAL
ILMN_1737599	0.792838765	8.853631883	8.932960027	8.34E-06	5.98E-05	3.194756328	TRIM5
ILMN_1762531	-1.15640005	6.655558974	-8.932805822	8.34E-06	5.98E-05	3.194600549	FGF9
ILMN_2233513	-0.797604999	5.446558227	-8.929423275	8.37E-06	6.00E-05	3.191182929	LRRIQ4
ILMN_2398077	-0.675792951	8.818528906	-8.929307159	8.37E-06	6.00E-05	3.19106559	MEIS2
ILMN_2266962	-1.990803979	6.612948776	-8.924986541	8.40E-06	6.02E-05	3.186698611	GYPE
ILMN_2129600	-1.784855424	7.011024859	-8.924582112	8.40E-06	6.02E-05	3.186289755	OR4A15
ILMN_1694106	-0.588756001	11.69689568	-8.922517991	8.42E-06	6.03E-05	3.184202808	GPD1L
ILMN_1813544	-0.679274828	11.30334969	-8.922003218	8.42E-06	6.03E-05	3.183682282	OXCT1
ILMN_3243204	0.920408131	10.49037366	8.921921488	8.43E-06	6.03E-05	3.183599636	SVIP
ILMN_1666468	-1.485433793	6.154255258	-8.921772111	8.43E-06	6.03E-05	3.183448584	ROBO1
ILMN_2321931	-0.662813993	10.77543743	-8.920938925	8.43E-06	6.03E-05	3.182606017	DCLRE1C
ILMN_1731215	-0.695920415	7.677990092	-8.92052392	8.44E-06	6.03E-05	3.182186316	MYBPHL
ILMN_1664682	-0.653017706	9.484927024	-8.919850916	8.44E-06	6.04E-05	3.181505664	DNA2
ILMN_3243914	-1.970233081	7.078533796	-8.919564293	8.44E-06	6.04E-05	3.18121577	LOC100124692
ILMN_2102721	-1.649491696	6.65781618	-8.914490948	8.48E-06	6.06E-05	3.176083302	DEFA1B
ILMN_1738407	-0.71818712	6.510548616	-8.911895972	8.50E-06	6.08E-05	3.173457177	ULBP1
ILMN_1785474	-1.303000576	6.200347578	-8.910485418	8.51E-06	6.08E-05	3.172029433	ACOT12
ILMN_1751453	-0.764498069	7.069474723	-8.908701554	8.53E-06	6.09E-05	3.170223568	ABCC9
ILMN_1674855	0.866571588	8.106201358	8.907516225	8.54E-06	6.10E-05	3.169023459	TRAM1L1
ILMN_2050813	-0.749615059	4.618193407	-8.907488078	8.54E-06	6.10E-05	3.16899496	CLGN
ILMN_2342271	0.797175782	6.407404405	8.906090849	8.55E-06	6.10E-05	3.167580141	BCL11A
ILMN_1679770	-0.892803354	8.103409517	-8.905103927	8.56E-06	6.11E-05	3.166580687	ENOX2
